20ae784b57237c3de41b9613f012c60f09d1cff4	2026-08-20 16:52:46 +0300	Askyla	marathon: phase r2p2 transcript saved (MARATHON-R2P2-TURN)
17e080d613be135ecceb4acf95fa2b6afbcafb88	2026-08-20 16:52:42 +0300	Askyla	relay(MARATHON-R2P2-TURN): codex turn (codex headless; no push)
914c48110be6efde16a8915d74e82823133cd5aa	2026-08-20 16:51:54 +0300	Askyla	relay(MARATHON-R2P2-TURN): agy turn (agy headless; no push)
a02815c7ff24dfc08e0f4c219a3c8ce578339b84	2026-08-20 16:49:51 +0300	Askyla	marathon: render phase r2p2 relay (MARATHON-R2P2-TURN)
46c90bf4fa585b10354b681a254ff70d9f009029	2026-08-20 16:49:50 +0300	Askyla	marathon: phase r2p1 transcript saved (MARATHON-R2P1-TURN)
2df8a6ce6758719c84003784316958cbac2c5be2	2026-08-20 16:49:47 +0300	Askyla	relay(MARATHON-R2P1-TURN): codex turn (codex headless; no push)
187d602527906619474a8762ae2b5e0dd2bca803	2026-08-20 16:48:55 +0300	Askyla	relay(MARATHON-R2P1-TURN): agy turn (agy headless; no push)
a7222a5de42d20a6aa177691c17e2912de6418ac	2026-08-20 16:46:24 +0300	Askyla	relay(MARATHON-R2P1-TURN): codex turn (codex headless; no push)
3daa280311ae05710b24daf2d65af5b907c981b6	2026-08-20 16:45:29 +0300	Askyla	relay(MARATHON-R2P1-TURN): agy turn (agy headless; no push)
9ab28b558c008a03e9af1b3d9ad4731f70e0776b	2026-08-20 16:42:23 +0300	Askyla	marathon: render phase r2p1 relay (MARATHON-R2P1-TURN)
71ef6b76fa9b878dd64ba02d3bf9153d4566ed06	2026-08-20 16:37:21 +0300	Askyla	run2: dependency-chain marathon plan, four briefs and capture doc
0cd30e8630ee26a2b6602e1000a90f3e4698a786	2026-08-20 16:35:47 +0300	Askyla	marathon: phase r1p4 transcript saved (MARATHON-R1P4-TURN)
1c845bfcb4d153449409604cd8223b2e2ae87747	2026-08-20 16:35:44 +0300	Askyla	relay(MARATHON-R1P4-TURN): codex turn (codex headless; no push)
77e914e1ee72596a12b9d2e2f55478dd666c0969	2026-08-20 16:35:00 +0300	Askyla	relay(MARATHON-R1P4-TURN): agy turn (agy headless; no push)
deb6c760e8c5c49b0f0f0952efb2005c244e886b	2026-08-20 16:32:41 +0300	Askyla	marathon: render phase r1p4 relay (MARATHON-R1P4-TURN)
f3e6bcc6aad9952e864c0426f6642fc238661517	2026-08-20 16:32:40 +0300	Askyla	marathon: phase r1p3 transcript saved (MARATHON-R1P3-TURN)
a257c960cae9b5c1f6d3be0b24251321415aef3a	2026-08-20 16:32:36 +0300	Askyla	relay(MARATHON-R1P3-TURN): codex turn (codex headless; no push)
209d579d67c160e23d4021ebf9cf079e5e2ab146	2026-08-20 16:31:46 +0300	Askyla	relay(MARATHON-R1P3-TURN): agy turn (agy headless; no push)
466f92ca01c88d45f796c04697bdf68a6529b406	2026-08-20 16:30:02 +0300	Askyla	relay(MARATHON-R1P3-TURN): codex turn (codex headless; no push)
34ee3b439201cce80f63f012054acfbfb4e09697	2026-08-20 16:29:10 +0300	Askyla	relay(MARATHON-R1P3-TURN): agy turn (agy headless; no push)
20c368407a94fc57aa5a910fb196b2b0ba79fdd2	2026-08-20 16:25:08 +0300	Askyla	marathon: render phase r1p3 relay (MARATHON-R1P3-TURN)
70a05919435e0205316b2c4d5052c8570d9cb3b6	2026-08-20 16:25:07 +0300	Askyla	marathon: phase r1p2 transcript saved (MARATHON-R1P2-TURN)
6e172b13b532ddde929d924f8f5244c4424e05f5	2026-08-20 16:25:05 +0300	Askyla	relay(MARATHON-R1P2-TURN): codex turn (codex headless; no push)
bc9e935e7222bf37f77658f35adb6acf91c45ea7	2026-08-20 16:24:21 +0300	Askyla	relay(MARATHON-R1P2-TURN): agy turn (agy headless; no push)
1ec3dcb369a030fb2f70d8fa2db04240dc7dbe27	2026-08-20 16:22:09 +0300	Askyla	marathon: render phase r1p2 relay (MARATHON-R1P2-TURN)
a5e1b98aef75e854a17f1d20850023548c9ce9c0	2026-08-20 16:22:08 +0300	Askyla	marathon: phase r1p1 transcript saved (MARATHON-R1P1-TURN)
085befa3e0ab35748bab6dbe74cf580dfd471cef	2026-08-20 16:22:06 +0300	Askyla	relay(MARATHON-R1P1-TURN): codex turn (codex headless; no push)
781d818983d2f47b54949e81c01a7861741e5c68	2026-08-20 16:21:25 +0300	Askyla	relay(MARATHON-R1P1-TURN): agy turn (agy headless; no push)
7fbb70beea2e3f174646439ceded5bbccd8b109d	2026-08-20 16:19:59 +0300	Askyla	relay(MARATHON-R1P1-TURN): codex turn (codex headless; no push)
db4ad76ea6ce79c635e0d74961f4452f2ff6d013	2026-08-20 16:19:11 +0300	Askyla	relay(MARATHON-R1P1-TURN): agy turn (agy headless; no push)
3cb056ccc80cf68fdf720bdbea1691b17cf9bb94	2026-08-20 16:17:34 +0300	Askyla	marathon: render phase r1p1 relay (MARATHON-R1P1-TURN)
c83c6d668b68ab08b40c1fa6323de1319ee5aaf6	2026-08-20 16:17:07 +0300	Askyla	vendor: xyz harness into .xyz/; track marathon-system/ and relay-system/ so relay turns can report
599e87f63058865110b1dd96a77315b73885cfc9	2026-08-20 16:12:39 +0300	Askyla	run1: artifacts_new is a subset marker over artifacts[], not a parallel list
3d8bd281c0c87009d27eaed4581f9e9db8ccfd78	2026-08-20 16:00:10 +0300	Askyla	run1: contract uses artifacts_new for the eight greenfield paths
a6140c423e0edd122e3017650ceae66871f972e7	2026-08-20 15:50:21 +0300	Askyla	run1: capture doc with swarm preflight contract
e11d7fb8ddd8e1542f55b1204af315e2517553ce	2026-08-20 15:46:39 +0300	Askyla	run1: marathon plan and four independent phase briefs
2ca570c987520eb0e25f3b38a91eb236f5371191	2026-08-20 15:46:39 +0300	Askyla	test: node --test auto-discovery (node 22 rejects a bare dir arg)
1b985089bd45f48cb777e262d15adc50fb14187b	2026-08-20 15:45:10 +0300	Askyla	ledgerkit: parse, validate and summarize double-entry ledger records
